,paper_id,title,authors,subjects,abstract,affilliations,date,source,url
272,2309.11346,GECTurk: Grammatical Error Correction and Detection Dataset for Turkish,"['Atakan Kara', 'Farrin Marouf Sofian', 'Andrew Bond', 'Gözde Gül Şahin']",Computation and Language (cs.CL); Machine Learning (cs.LG),"Grammatical Error Detection and Correction (GEC) tools have proven useful fornative speakers and second language learners. Developing such tools requires alarge amount of parallel, annotated data, which is unavailable for mostlanguages. Synthetic data generation is a common practice to overcome thescarcity of such data. However, it is not straightforward for morphologicallyrich languages like Turkish due to complex writing rules that requirephonological, morphological, and syntactic information. In this work, wepresent a flexible and extensible synthetic data generation pipeline forTurkish covering more than 20 expert-curated grammar and spelling rules(a.k.a., writing rules) implemented through complex transformation functions.Using this pipeline, we derive 130,000 high-quality parallel sentences fromprofessionally edited articles. Additionally, we create a more realistic testset by manually annotating a set of movie reviews. We implement three baselinesformulating the task as i) neural machine translation, ii) sequence tagging,and iii) prefix tuning with a pretrained decoder-only model, achieving strongresults. Furthermore, we perform exhaustive experiments on out-of-domaindatasets to gain insights on the transferability and robustness of the proposedapproaches. Our results suggest that our corpus, GECTurk, is high-quality andallows knowledge transfer for the out-of-domain setting. To encourage furtherresearch on Turkish GEC, we release our datasets, baseline models, and thesynthetic data generation pipeline at https://github.com/GGLAB-KU/gecturk.",['KU'],2023-09-21,arXiv,https://arxiv.org/abs/2309.11346
273,2309.1135,Better Sooner Rather Than Later,"['Anaïs Durand', 'Michel Raynal', 'Gadi Taubenfeld']","Distributed, Parallel, and Cluster Computing (cs.DC)","This article unifies and generalizes fundamental results related to$n$-process asynchronous crash-prone distributed computing. More precisely, itproves that for every $0\leq k \leq n$, assuming that process failures occuronly before the number of participating processes bypasses a predefinedthreshold that equals $n-k$ (a participating process is a process that hasexecuted at least one statement of its code), an asynchronous algorithm existsthat solves consensus for $n$ processes in the presence of $f$ crash failuresif and only if $f \leq k$. In a very simple and interesting way, the ""extreme""case $k=0$ boils down to the celebrated FLP impossibility result (1985, 1987).Moreover, the second extreme case, namely $k=n$, captures the celebrated mutualexclusion result by E.W. Dijkstra (1965) that states that mutual exclusion canbe solved for $n$ processes in an asynchronous read/write shared memory systemwhere any number of processes may crash (but only) before starting toparticipate in the algorithm (that is, participation is not required, but oncea process starts participating it may not fail). More generally, thepossibility/impossibility stated above demonstrates that more failures can betolerated when they occur earlier in the computation (hence the title).",['DC'],2023-09-21,arXiv,https://arxiv.org/abs/2309.1135
274,2309.11351,C$\cdot$ASE: Learning Conditional Adversarial Skill Embeddings for  Physics-based Characters,"['Zhiyang Dou', 'Xuelin Chen', 'Qingnan Fan', 'Taku Komura', 'Wenping Wang']",Graphics (cs.GR); Artificial Intelligence (cs.AI); Machine Learning (cs.LG),"We present C$\cdot$ASE, an efficient and effective framework that learnsconditional Adversarial Skill Embeddings for physics-based characters. Ourphysically simulated character can learn a diverse repertoire of skills whileproviding controllability in the form of direct manipulation of the skills tobe performed. C$\cdot$ASE divides the heterogeneous skill motions into distinctsubsets containing homogeneous samples for training a low-level conditionalmodel to learn conditional behavior distribution. The skill-conditionedimitation learning naturally offers explicit control over the character'sskills after training. The training course incorporates the focal skillsampling, skeletal residual forces, and element-wise feature masking to balancediverse skills of varying complexities, mitigate dynamics mismatch to masteragile motions and capture more general behavior characteristics, respectively.Once trained, the conditional model can produce highly diverse and realisticskills, outperforming state-of-the-art models, and can be repurposed in variousdownstream tasks. In particular, the explicit skill control handle allows ahigh-level policy or user to direct the character with desired skillspecifications, which we demonstrate is advantageous for interactive characteranimation.","['taku@cs.hku.hk', 'permissions@acm.org', 'ODU', 'UC', 'xuelin.chen.d@gmail.com', 'The U', 'Texas A&M University ', 'A&M', 'fqnchina@gmail.com', 'USA', 'Texas A&M University', 'PTS', 'zhiyang@connect.hku.hk', 'wenping@tamu.edu']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11351
275,2309.11354,Self-supervised learning unveils change in urban housing from  street-level images,"['Steven Stalder', 'Michele Volpi', 'Nicolas Büttner', 'Stephen Law', 'Kenneth Harttgen', 'Esra Suel']",Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG),"Cities around the world face a critical shortage of affordable and decenthousing. Despite its critical importance for policy, our ability to effectivelymonitor and track progress in urban housing is limited. Deep learning-basedcomputer vision methods applied to street-level images have been successful inthe measurement of socioeconomic and environmental inequalities but did notfully utilize temporal images to track urban change as time-varying labels areoften unavailable. We used self-supervised methods to measure change in Londonusing 15 million street images taken between 2008 and 2021. Our noveladaptation of Barlow Twins, Street2Vec, embeds urban structure while beinginvariant to seasonal and daily changes without manual annotations. Itoutperformed generic embeddings, successfully identified point-level change inLondon's housing supply from street-level images, and distinguished betweenmajor and minor change. This capability can provide timely information forurban planning and policy decisions toward more liveable, equitable, andsustainable cities.",['The U'],2023-09-21,arXiv,https://arxiv.org/abs/2309.11354
276,2309.11356,A Comprehensive Survey on Rare Event Prediction,"['Chathurangi Shyalika', 'Ruwan Wickramarachchi', 'Amit Sheth']",Artificial Intelligence (cs.AI),"Rare event prediction involves identifying and forecasting events with a lowprobability using machine learning and data analysis. Due to the imbalanceddata distributions, where the frequency of common events vastly outweighs thatof rare events, it requires using specialized methods within each step of themachine learning pipeline, i.e., from data processing to algorithms toevaluation protocols. Predicting the occurrences of rare events is importantfor real-world applications, such as Industry 4.0, and is an active researcharea in statistical and machine learning. This paper comprehensively reviewsthe current approaches for rare event prediction along four dimensions: rareevent data, data processing, algorithmic approaches, and evaluation approaches.Specifically, we consider 73 datasets from different modalities (i.e.,numerical, image, text, and audio), four major categories of data processing,five major algorithmic groupings, and two broader evaluation approaches. Thispaper aims to identify gaps in the current literature and highlight thechallenges of predicting rare events. It also suggests potential researchdirections, which can help guide practitioners and researchers.","['SU', 'IC', 'ruwan@email.sc', 'Carolina', 'USA', 'University of South Carolina', 'University of South Carolina ', 'amit@sc.edu', 'jayakodc@email.sc']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11356
277,2309.11357,3D Face Reconstruction: the Road to Forensics,"['Simone Maurizio La Cava', 'Giulia Orrù', 'Martin Drahansky', 'Gian Luca Marcialis', 'Fabio Roli']",Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Image and Video Processing (eess.IV),"3D face reconstruction algorithms from images and videos are applied to manyfields, from plastic surgery to the entertainment sector, thanks to theiradvantageous features. However, when looking at forensic applications, 3D facereconstruction must observe strict requirements that still make its possiblerole in bringing evidence to a lawsuit unclear. An extensive investigation ofthe constraints, potential, and limits of its application in forensics is stillmissing. Shedding some light on this matter is the goal of the present survey,which starts by clarifying the relation between forensic applications andbiometrics, with a focus on face recognition. Therefore, it provides ananalysis of the achievements of 3D face reconstruction algorithms fromsurveillance videos and mugshot images and discusses the current obstacles thatseparate 3D face reconstruction from an active role in forensic applications.Finally, it examines the underlying data sets, with their advantages andlimitations, while proposing alternatives that could substitute or complementthem.","['LUC', 'UC', 'CIA', 'martin.drahansky@tbs-biometrics.com', 'simonem.lac@unica.it', 'AU', 'fabio.roli@unige.it', 'marcialis@unica.it', 'permissions@acm.org', 'ODU', 'IU', 'UCA', 'LU', 'giulia.orru@unica.it', 'UL', 'URI']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11357
278,2309.11359,"Prompt, Plan, Perform: LLM-based Humanoid Control via Quantized  Imitation Learning","['Jingkai Sun', 'Qiang Zhang', 'Yiqun Duan', 'Xiaoyang Jiang', 'Chong Cheng', 'Renjing Xu']",Robotics (cs.RO),"In recent years, reinforcement learning and imitation learning have showngreat potential for controlling humanoid robots' motion. However, these methodstypically create simulation environments and rewards for specific tasks,resulting in the requirements of multiple policies and limited capabilities fortackling complex and unknown tasks. To overcome these issues, we present anovel approach that combines adversarial imitation learning with large languagemodels (LLMs). This innovative method enables the agent to learn reusableskills with a single policy and solve zero-shot tasks under the guidance ofLLMs. In particular, we utilize the LLM as a strategic planner for applyingpreviously learned skills to novel tasks through the comprehension oftask-specific prompts. This empowers the robot to perform the specified actionsin a sequence. To improve our model, we incorporate codebook-based vectorquantization, allowing the agent to generate suitable actions in response tounseen textual commands from LLMs. Furthermore, we design general rewardfunctions that consider the distinct motion features of humanoid robots,ensuring the agent imitates the motion data while maintaining goal orientationwithout additional guiding direction approaches or policies. To the best of ourknowledge, this is the first framework that controls humanoid robots using asingle learning policy network and LLM as a planner. Extensive experimentsdemonstrate that our method exhibits efficient and adaptive ability incomplicated motion tasks.","['yiqun.duan@student.uts.edu.au', 'jxxxxxyGOAT@gmail.com', 'ODU', 'UC', 'renjingxu@ust.hk']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11359
279,2309.11361,Knowledge Graph Question Answering for Materials Science (KGQA4MAT):  Developing Natural Language Interface for Metal-Organic Frameworks Knowledge  Graph (MOF-KG),"['Yuan An', 'Jane Greenberg', 'Alex Kalinowski', 'Xintong Zhao', 'Xiaohua Hu', 'Fernando J. Uribe-Romo', 'Kyle Langlois', 'Jacob Furst', 'Diego A. Gómez-Gualdrón']",Artificial Intelligence (cs.AI),"We present a comprehensive benchmark dataset for Knowledge Graph QuestionAnswering in Materials Science (KGQA4MAT), with a focus on metal-organicframeworks (MOFs). A knowledge graph for metal-organic frameworks (MOF-KG) hasbeen constructed by integrating structured databases and knowledge extractedfrom the literature. To enhance MOF-KG accessibility for domain experts, we aimto develop a natural language interface for querying the knowledge graph. Wehave developed a benchmark comprised of 161 complex questions involvingcomparison, aggregation, and complicated graph structures. Each question isrephrased in three additional variations, resulting in 644 questions and 161 KGqueries. To evaluate the benchmark, we have developed a systematic approach forutilizing ChatGPT to translate natural language questions into formal KGqueries. We also apply the approach to the well-known QALD-9 dataset,demonstrating ChatGPT's potential in addressing KGQA issues for differentplatforms and query languages. The benchmark and the proposed approach aim tostimulate further research and development of user-friendly and efficientinterfaces for querying domain-specific materials science knowledge graphs,thereby accelerating the discovery of novel materials.","['GU', 'dgomezgualdron@mines.edu', 'Colorado School of Mines', 'fernando@ucf.edu', 'UA', 'IC', 'Central', 'Florida', 'SC', 'USA', 'University of Central Florida ', 'TU', 'University of Central Florida', 'ENC', 'Drexel University']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11361
280,2309.11363,Robert's theorem and graphs on complete lattices,['Maximilien Gadouleau'],Formal Languages and Automata Theory (cs.FL); Discrete Mathematics (cs.DM); Combinatorics (math.CO); Dynamical Systems (math.DS),"Automata networks, and in particular Boolean networks, are used to modeldiverse networks of interacting entities. The interaction graph of an automatanetwork is its most important parameter, as it represents the overallarchitecture of the network. A continuous amount of work has been devoted toinfer dynamical properties of the automata network based on its interactiongraph only. Robert's theorem is the seminal result in this area; it states thatautomata networks with an acyclic interaction graph converge to a unique fixedpoint. The feedback bound can be viewed as an extension of Robert's theorem; itgives an upper bound on the number of fixed points of an automata network basedon the size of a minimum feedback vertex set of its interaction graph. Booleannetworks can be viewed as self-mappings on the power set lattice of the set ofentities. In this paper, we consider self-mappings on a general completelattice. We make two conceptual contributions. Firstly, we can view a digraphas a residuated mapping on the power set lattice; as such, we define a graph ona complete lattice as a residuated mapping on that lattice. We extend andgeneralise some results on digraphs to our setting. Secondly, we introduce ageneralised notion of dependency whereby any mapping $\phi$ can depend on anyother mapping $\alpha$. In fact, we are able to give four kinds of dependencyin this case. We can then vastly expand Robert's theorem to self-mappings ongeneral complete lattices; we similarly generalise the feedback bound. We thenobtain stronger results in the case where the lattice is a complete Booleanalgebra. We finally show how our results can be applied to prove theconvergence of automata networks.","['m.r.gadouleau@durham.ac.uk', 'UK']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11363
281,2309.11365,Automated Lyapunov Analysis of Primal-Dual Optimization Algorithms: An  Interpolation Approach,"['Bryan Van Scoy', 'John W. Simpson-Porco', 'Laurent Lessard']",Optimization and Control (math.OC); Systems and Control (eess.SY),"Primal-dual algorithms are frequently used for iteratively solvinglarge-scale convex optimization problems. The analysis of such algorithms isusually done on a case-by-case basis, and the resulting guaranteed rates ofconvergence can be conservative. Here we consider a class of first-orderalgorithms for linearly constrained convex optimization problems, and provide alinear matrix inequality (LMI) analysis framework for certifying worst-caseexponential convergence rates. Our approach builds on recent results forinterpolation of convex functions and linear operators, and our LMI directlyconstructs a Lyapunov function certifying the guaranteed convergence rate. Bycomparing to rates established in the literature, we show that our approach cancertify significantly faster convergence for this family of algorithms.","['Northeastern University', 'l.lessard@northeastern.edu', 'jwsimpson@ece.utoronto.ca', 'Miami University', 'bvanscoy@miamioh.edu', 'USA', 'OC', 'QC']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11365
282,2309.11366,Single-Exponential FPT Algorithms for Enumerating Secluded  $\mathcal{F}$-Free Subgraphs and Deleting to Scattered Graph Classes,"['Bart M. P. Jansen', 'Jari J. H. de Kroon', 'Michał Włodarczyk']",Data Structures and Algorithms (cs.DS),"The celebrated notion of important separators bounds the number of small$(S,T)$-separators in a graph which are 'farthest from $S$' in a technicalsense. In this paper, we introduce a generalization of this powerfulalgorithmic primitive that is phrased in terms of $k$-secluded vertex sets:sets with an open neighborhood of size at most $k$.In this terminology, the bound on important separators says that there are atmost $4^k$ maximal $k$-secluded connected vertex sets $C$ containing $S$ butdisjoint from $T$. We generalize this statement significantly: even when wedemand that $G[C]$ avoids a finite set $\mathcal{F}$ of forbidden inducedsubgraphs, the number of such maximal subgraphs is $2^{O(k)}$ and they can beenumerated efficiently. This allows us to make significant improvements for twoproblems from the literature.Our first application concerns the 'Connected $k$-Secluded $\mathcal{F}$-freesubgraph' problem, where $\mathcal{F}$ is a finite set of forbidden inducedsubgraphs. Given a graph in which each vertex has a positive integer weight,the problem asks to find a maximum-weight connected $k$-secluded vertex set $C\subseteq V(G)$ such that $G[C]$ does not contain an induced subgraphisomorphic to any $F \in \mathcal{F}$. The parameterization by $k$ is known tobe solvable in triple-exponential time via the technique of recursiveunderstanding, which we improve to single-exponential.Our second application concerns the deletion problem to scattered graphclasses. Here, the task is to find a vertex set of size at most $k$ whoseremoval yields a graph whose each connected component belongs to one of theprescribed graph classes $\Pi_1, \ldots, \Pi_d$. We obtain a single-exponentialalgorithm whenever each class $\Pi_i$ is characterized by a finite number offorbidden induced subgraphs. This generalizes and improves upon earlier resultsin the literature.",['Union'],2023-09-21,arXiv,https://arxiv.org/abs/2309.11366
283,2309.11368,Dynamic Hand Gesture-Featured Human Motor Adaptation in Tool Delivery  using Voice Recognition,"['Haolin Fei', 'Stefano Tedeschi', 'Yanpei Huang', 'Andrew Kennedy', 'Ziwei Wang']",Robotics (cs.RO); Artificial Intelligence (cs.AI),"Human-robot collaboration has benefited users with higher efficiency towardsinteractive tasks. Nevertheless, most collaborative schemes rely on complicatedhuman-machine interfaces, which might lack the requisite intuitiveness comparedwith natural limb control. We also expect to understand human intent with lowtraining data requirements. In response to these challenges, this paperintroduces an innovative human-robot collaborative framework that seamlesslyintegrates hand gesture and dynamic movement recognition, voice recognition,and a switchable control adaptation strategy. These modules provide auser-friendly approach that enables the robot to deliver the tools as per userneed, especially when the user is working with both hands. Therefore, users canfocus on their task execution without additional training in the use ofhuman-machine interfaces, while the robot interprets their intuitive gestures.The proposed multimodal interaction framework is executed in the UR5e robotplatform equipped with a RealSense D435i camera, and the effectiveness isassessed through a soldering circuit board task. The experiment results havedemonstrated superior performance in hand gesture recognition, where the statichand gesture recognition module achieves an accuracy of 94.3\%, while thedynamic motion recognition module reaches 97.6\% accuracy. Compared with humansolo manipulation, the proposed approach facilitates higher efficiency tooldelivery, without significantly distracting from human intents.",['UK'],2023-09-21,arXiv,https://arxiv.org/abs/2309.11368
284,2309.11373,Learning Patient Static Information from Time-series EHR and an Approach  for Safeguarding Privacy and Fairness,"['Wei Liao', 'Joel Voldman']",Machine Learning (cs.LG); Computers and Society (cs.CY),"Recent work in machine learning for healthcare has raised concerns aboutpatient privacy and algorithmic fairness. For example, previous work has shownthat patient self-reported race can be predicted from medical data that doesnot explicitly contain racial information. However, the extent of dataidentification is unknown, and we lack ways to develop models whose outcomesare minimally affected by such information. Here we systematically investigatedthe ability of time-series electronic health record data to predict patientstatic information. We found that not only the raw time-series data, but alsolearned representations from machine learning models, can be trained to predicta variety of static information with area under the receiver operatingcharacteristic curve as high as 0.851 for biological sex, 0.869 for binarizedage and 0.810 for self-reported race. Such high predictive performance can beextended to a wide range of comorbidity factors and exists even when the modelwas trained for different tasks, using different cohorts, using different modelarchitectures and databases. Given the privacy and fairness concerns thesefindings pose, we develop a variational autoencoder-based approach that learnsa structured latent space to disentangle patient-sensitive attributes fromtime-series data. Our work thoroughly investigates the ability of machinelearning models to encode patient static information from time-serieselectronic health records and introduces a general approach to protectpatient-sensitive attribute information for downstream tasks.","['voldman@mit.edu', 'USA']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11373
285,2309.11377,A Tutorial on a Lyapunov-Based Approach to the Analysis of Iterative  Optimization Algorithms,"['Bryan Van Scoy', 'Laurent Lessard']",Optimization and Control (math.OC); Systems and Control (eess.SY),"Iterative gradient-based optimization algorithms are widely used to solvedifficult or large-scale optimization problems. There are many algorithms tochoose from, such as gradient descent and its accelerated variants such asPolyak's Heavy Ball method or Nesterov's Fast Gradient method. It has long beenobserved that iterative algorithms can be viewed as dynamical systems, and morerecently, as robust controllers. Here, the ""uncertainty"" in the dynamics is thegradient of the function being optimized. Therefore, worst-case or average-caseperformance can be analyzed using tools from robust control theory, such asintegral quadratic constraints (IQCs). In this tutorial paper, we show how suchan analysis can be carried out using an alternative Lyapunov-based approach.This approach recovers the same performance bounds as with IQCs, but with theadded benefit of constructing a Lyapunov function.","['Northeastern University', 'Miami University', 'bvanscoy@miamioh.edu', 'USA', 'l.lessard@northeastern.edu', 'OC', 'QC']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11377
286,2309.11378,Preconditioned Federated Learning,"['Zeyi Tao', 'Jindi Wu', 'Qun Li']",Machine Learning (cs.LG); Artificial Intelligence (cs.AI),"Federated Learning (FL) is a distributed machine learning approach thatenables model training in communication efficient and privacy-preservingmanner. The standard optimization method in FL is Federated Averaging (FedAvg),which performs multiple local SGD steps between communication rounds. FedAvghas been considered to lack algorithm adaptivity compared to modern first-orderadaptive optimizations. In this paper, we propose new communication-efficientFL algortithms based on two adaptive frameworks: local adaptivity (PreFed) andserver-side adaptivity (PreFedOp). Proposed methods adopt adaptivity by using anovel covariance matrix preconditioner. Theoretically, we provide convergenceguarantees for our algorithms. The empirical experiments show our methodsachieve state-of-the-art performances on both i.i.d. and non-i.i.d. settings.","['liqun@wm.edu', 'Williams', 'USA']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11378
287,2309.11379,Incremental Blockwise Beam Search for Simultaneous Speech Translation  with Controllable Quality-Latency Tradeoff,"['Peter Polák', 'Brian Yan', 'Shinji Watanabe', 'Alex Waibel', 'Ondřej Bojar']","Journal-ref: Pol\'ak, P., Yan, B., Watanabe, S., Waibel, A., Bojar, O. (2023)  Incremental Blockwise Beam Search for Simultaneous Speech Translation with  Controllable Quality-Latency Tradeoff. Proc. INTERSPEECH 2023, 3979-3983",Subjects: Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Sound (cs.SD); Audio and Speech Processing (eess.AS),"['BW', 'Carnegie Mellon University', 'CU', 'NEU', 'USA', 'polak@ufal.mff.cuni.cz', 'UK']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11379
288,2309.11381,Studying Lobby Influence in the European Parliament,"['Aswin Suresh', 'Lazar Radojevic', 'Francesco Salvi', 'Antoine Magron', 'Victor Kristof', 'Matthias Grossglauser']","Computation and Language (cs.CL); Computational Engineering, Finance, and Science (cs.CE); Computers and Society (cs.CY); Social and Information Networks (cs.SI)","We present a method based on natural language processing (NLP), for studyingthe influence of interest groups (lobbies) in the law-making process in theEuropean Parliament (EP). We collect and analyze novel datasets of lobbies'position papers and speeches made by members of the EP (MEPs). By comparingthese texts on the basis of semantic similarity and entailment, we are able todiscover interpretable links between MEPs and lobbies. In the absence of aground-truth dataset of such links, we perform an indirect validation bycomparing the discovered links with a dataset, which we curate, of retweetlinks between MEPs and lobbies, and with the publicly disclosed meetings ofMEPs. Our best method achieves an AUC score of 0.77 and performs significantlybetter than several baselines. Moreover, an aggregate analysis of thediscovered links, between groups of related lobbies and political groups ofMEPs, correspond to the expectations from the ideology of the groups (e.g.,center-left groups are associated with social causes). We believe that thiswork, which encompasses the methodology, datasets, and results, is a steptowards enhancing the transparency of the intricate decision-making processeswithin democratic institutions.","['AU', 'Union', 'UC', 'firstname.lastname@epfl.ch']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11381
289,2309.11382,Discuss Before Moving: Visual Language Navigation via Multi-expert  Discussions,"['Yuxing Long', 'Xiaoqi Li', 'Wenzhe Cai', 'Hao Dong']",Robotics (cs.RO); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Computer Vision and Pattern Recognition (cs.CV),"Visual language navigation (VLN) is an embodied task demanding a wide rangeof skills encompassing understanding, perception, and planning. For such amultifaceted challenge, previous VLN methods totally rely on one model's ownthinking to make predictions within one round. However, existing models, eventhe most advanced large language model GPT4, still struggle with dealing withmultiple tasks by single-round self-thinking. In this work, drawing inspirationfrom the expert consultation meeting, we introduce a novel zero-shot VLNframework. Within this framework, large models possessing distinct abilitiesare served as domain experts. Our proposed navigation agent, namely DiscussNav,can actively discuss with these experts to collect essential information beforemoving at every step. These discussions cover critical navigation subtasks likeinstruction understanding, environment perception, and completion estimation.Through comprehensive experiments, we demonstrate that discussions with domainexperts can effectively facilitate navigation by perceivinginstruction-relevant information, correcting inadvertent errors, and siftingthrough in-consistent movement decisions. The performances on therepresentative VLN task R2R show that our method surpasses the leadingzero-shot VLN model by a large margin on all metrics. Additionally, real-robotexperiments display the obvious advantages of our method over single-roundself-thinking.","['ODU', 'UC', 'hao.dong@pku.edu.cn']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11382
290,2309.11384,Long-Form End-to-End Speech Translation via Latent Alignment  Segmentation,"['Peter Polák', 'Ondřej Bojar']",Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Sound (cs.SD); Audio and Speech Processing (eess.AS),"Current simultaneous speech translation models can process audio only up to afew seconds long. Contemporary datasets provide an oracle segmentation intosentences based on human-annotated transcripts and translations. However, thesegmentation into sentences is not available in the real world. Current speechsegmentation approaches either offer poor segmentation quality or have to tradelatency for quality. In this paper, we propose a novel segmentation approachfor a low-latency end-to-end speech translation. We leverage the existingspeech translation encoder-decoder architecture with ST CTC and show that itcan perform the segmentation task without supervision or additional parameters.To the best of our knowledge, our method is the first that allows an actualend-to-end simultaneous speech translation, as the same model is used fortranslation and segmentation at the same time. On a diverse set of languagepairs and in- and out-of-domain data, we show that the proposed approachachieves state-of-the-art quality at no additional computational cost.","['ODU', 'UND ', 'UC', 'ND', 'OU', 'UND']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11384
291,2309.11385,Safurai 001: New Qualitative Approach for Code LLM Evaluation,"['Davide Cifarelli', 'Leonardo Boiardi', 'Alessandro Puppo']",Computation and Language (cs.CL),"This paper presents Safurai-001, a new Large Language Model (LLM) withsignificant potential in the domain of coding assistance. Driven by recentadvancements in coding LLMs, Safurai-001 competes in performance with thelatest models like WizardCoder [Xu et al., 2023], PanguCoder [Shen et al.,2023] and Phi-1 [Gunasekar et al., 2023] but aims to deliver a moreconversational interaction. By capitalizing on the progress in data engineering(including latest techniques of data transformation and prompt engineering) andinstruction tuning, this new model promises to stand toe-to-toe with recentclosed and open source developments. Recognizing the need for an efficaciousevaluation metric for coding LLMs, this paper also introduces GPT4-basedMultiParameters, an evaluation benchmark that harnesses varied parameters topresent a comprehensive insight into the models functioning and performance.Our assessment shows that Safurai-001 can outperform GPT-3.5 by 1.58% andWizardCoder by 18.78% in the Code Readability parameter and more.","['ODU', 'info@safurai.com', 'UC', 'UA', 'FU', 'LU']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11385
292,2309.11389,Level set-fitted polytopal meshes with application to structural  topology optimization,"['Nicola Ferro', 'Stefano Micheletti', 'Nicola Parolini', 'Simona Perotto', 'Marco Verani', 'Paola Francesca Antonietti']","Computational Engineering, Finance, and Science (cs.CE)","We propose a method to modify a polygonal mesh in order to fit thezero-isoline of a level set function by extending a standard body-fittedstrategy to a tessellation with arbitrarily-shaped elements. The novel levelset-fitted approach, in combination with a Discontinuous Galerkin finiteelement approximation, provides an ideal setting to model physical problemscharacterized by embedded or evolving complex geometries, since it allowsskipping any mesh post-processing in terms of grid quality. The proposedmethodology is firstly assessed on the linear elasticity equation, by verifyingthe approximation capability of the level set-fitted approach when dealing withconfigurations with heterogeneous material properties. Successively, we combinethe level set-fitted methodology with a minimum compliance topologyoptimization technique, in order to deliver optimized layouts exhibiting crispboundaries and reliable mechanical performances. An extensive numerical testcampaign confirms the effectiveness of the proposed method.",[],2023-09-21,arXiv,https://arxiv.org/abs/2309.11389
293,2309.11392,Retrieving Supporting Evidence for Generative Question Answering,"['Siqing Huo', 'Negar Arabzadeh', 'Charles L. A. Clarke']",Information Retrieval (cs.IR),"Current large language models (LLMs) can exhibit near-human levels ofperformance on many natural language-based tasks, including open-domainquestion answering. Unfortunately, at this time, they also convincinglyhallucinate incorrect answers, so that responses to questions must be verifiedagainst external sources before they can be accepted at face value. In thispaper, we report two simple experiments to automatically validate generatedanswers against a corpus. We base our experiments on questions and passagesfrom the MS MARCO (V1) test collection, and a retrieval pipeline consisting ofsparse retrieval, dense retrieval and neural rerankers. In the firstexperiment, we validate the generated answer in its entirety. After presentinga question to an LLM and receiving a generated answer, we query the corpus withthe combination of the question + generated answer. We then present the LLMwith the combination of the question + generated answer + retrieved answer,prompting it to indicate if the generated answer can be supported by theretrieved answer. In the second experiment, we consider the generated answer ata more granular level, prompting the LLM to extract a list of factualstatements from the answer and verifying each statement separately. We querythe corpus with each factual statement and then present the LLM with thestatement and the corresponding retrieved evidence. The LLM is prompted toindicate if the statement can be supported and make necessary edits using theretrieved material. With an accuracy of over 80%, we find that an LLM iscapable of verifying its generated answer when a corpus of supporting materialis provided. However, manual assessment of a random sample of questions revealsthat incorrect generated answers are missed by this verification process. Whilethis verification process can reduce hallucinations, it can not entirelyeliminate them.","['siqing.huo.canada@gmail.com', 'claclark@gmail.com']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11392
294,2309.11393,A Tutorial on the Structure of Distributed Optimization Algorithms,"['Bryan Van Scoy', 'Laurent Lessard']",Optimization and Control (math.OC); Systems and Control (eess.SY),"We consider the distributed optimization problem for a multi-agent system.Here, multiple agents cooperatively optimize an objective by sharinginformation through a communication network and performing computations. Inthis tutorial, we provide an overview of the problem, describe the structure ofits algorithms, and use simulations to illustrate some algorithmic propertiesbased on this structure.","['Miami University', 'bvanscoy@miamioh.edu', 'USA', 'l.lessard@northeastern.edu', 'OC']",2023-09-21,arXiv,https://arxiv.org/abs/2309.11393
295,2309.11394,Is Ethereum Proof of Stake Sustainable? $-$ Considering from the  Perspective of Competition Among Smart Contract Platforms $-$,"['Kenji Saito', 'Yutaka Soejima', 'Toshihiko Sugiura', 'Yukinobu Kitamura', 'Mitsuru Iwamura']",Computers and Society (cs.CY); General Economics (econ.GN),"Since the Merge update upon which Ethereum transitioned to Proof of Stake, ithas been touted that it resulted in lower power consumption and increasedsecurity. However, even if that is the case, can this state be sustained?In this paper, we focus on the potential impact of competition with othersmart contract platforms on the price of Ethereum's native currency, Ether(ETH), thereby raising questions about the safety and sustainabilitypurportedly brought about by the design of Proof of Stake.",[],2023-09-21,arXiv,https://arxiv.org/abs/2309.11394
