paper_id,authors,subjects,title,abstract,url,date_published,affilliations,source
n9yw3,"['Jessica Massonnié', 'Adeline Lucchesi', 'Isabelle Le Brun']","['Social and Behavioral Sciences', 'Psychology, other']",Evaluating What Works in the Classroom - How French Primary School Teachers Apply the Science of Learning,"Evidence-based education is gaining momentum in France. The Ministry of Education has created an expert committee (le Conseil Scientifique de l’Education Nationale) which aims at: (1) compiling, synthesizing, publicising evidence on learning mechanisms; (2) building bridges between research and practice to evaluate educational practices and create practical tools for teachers. Teachers are expected to possess a strong foundation in scientific literacy, to remain perpetually informed and to meaningfully participate in research. It is unclear if and how the CSEN vision is received by teachers. 

We investigated: (1) Where French primary school teachers’ knowledge about learning comes from; (2) How they define ‘evidence-based’ education; (3) How they know that a pedagogical method ‘works’; (4) What conditions they believe are important for a successful collaboration between researchers and teachers. 

Fourteen teachers participated in semi-structured focus groups. Thematic analyses shed light on the four research questions. First, teachers were frustrated about their professional training and proactively used complementary resources. Second, although most teachers were familiar with research, several of them saw scientists as belonging to a different ‘crew’. Teachers use a diversity of methods to evaluate pedagogical practices, considering that research evidence brings legitimacy to their decisions, yet does not replace their professional intuition. Third, teachers use evaluation tools, a positive classroom climate and observations of children taking ownership of their learning as evidence of good practice. Fourth, they would like to work with scientists to identify research measures and investigate their own pedagogical research questions, building flexible and direct partnerships. Results from the focus groups are discussed with teachers to co-create a larger-scale survey and further inform local professional development offers.",https://psyarxiv.com/n9yw3/,2023-09-18T08:59:45.454303,[],OSF
5vcfz,"['Christian Katzenbach', 'Adrian Kopps', 'João C Magalhães', 'Dennis Redeker', 'Tom Suehr', 'Larissa Wunderlich']","['Law', 'Communications Law']",The Platform Governance Archive v1 – A longitudinal dataset to study the governance of communication and interactions by platforms and the historical evolution of platform policies [Data Paper],"The Platform Governance Archive (PGA) is a data repository and platform that collects and curates policies of major social media platforms in a long-term perspective. When have YouTube and Instagram introduced hate speech policies? How have misinformation policies changed over time? With the help of the archive, researchers, journalists and the public can answer their questions on how platforms order and govern communication and interaction in our societies, and hold those powerful new institutions accountable. This dataset PGAv1 is the original dataset with a curated set of policies by four major platforms, ranging back to 2005. Data has been collected by a combination of automated and manual approaches, building on Internet Archive’s Wayback Machine.",https://osf.io/preprints/socarxiv/5vcfz/,2023-09-19T09:46:13.049741,['DC'],OSF
b24nr,"['Phillip S Meyer-Glitza', 'Thierry Langer', 'Oliver Wieder']","['Medicine and Health Sciences', 'Sports Sciences']",Non-Steroidal Anti-Inflammatory Drug Use in Endurance Sports: Balancing Performance and Health Implications - a Literature Review,"The prevailing practice of using non-steroidal anti-inflammatory drugs
(NSAIDs) in endurance sports, despite the lack of consistent evidence for their
ergogenic effects, raises questions about potential benefits beyond pain
management and the specific adverse consequences they might entail. Contrary
to the intended outcomes, NSAIDs have shown mixed effectiveness in alleviating
inflammation during or after exercise, mainly showing harmful consequences in
running. These contraproductive effects are particularly concerning for the
gastrointestinal system.
Regarding muscle adaptation, high doses of NSAIDs have been shown to inhibit
muscle growth, while moderate doses have a minor impact. Although the
available studies on the impact of NSAIDs on human mitochondrial biogenesis
are scarce, in vitro experiments suggest potential negative consequences.
Furthermore, the presumed benefits of NSAIDs in promoting healing for soft
tissue, bone injuries, and muscle damage are frequently undermined, potentially
impeding the natural recovery process. Concerns regarding bone healing
encompass delayed callus maturation, compromised mechanical strength, and an
increased fracture risk due to the inhibition of osteoblasts.
In conclusion, endurance athletes are advised to exercise caution when
contemplating the use of NSAIDs without clear indications, as their potential
adverse effects outweigh the limited advantages in terms of performance
enhancement. While short-term NSAID applications may offer transient relief,
alternative strategies should be sought for fostering long-term healing and
optimizing performance.
Considering these findings, this review aims to provide endurance athletes with
insights spanning injury management, training adaptation, race performance, and
recovery.",https://osf.io/b24nr/,2023-09-18T08:20:36.627476,['oliver.wieder@univie.ac.at'],OSF
h279c,"['Edward Ody', 'Tilo Kircher', 'Yifei He', 'Benjamin Straube']","['Social and Behavioral Sciences', 'Psychology', 'Cognition and Perception']","Differential effects of self-initiated, externally triggered, and passive movements on action-outcome processing: Insights from sensory and motor-preparatory ERPs","Self-initiated voluntary actions are different from externally triggered or passive movements. However, it remains unclear how these movements differentially affect action feedback processing and how they are prepared. Here we focus on the sensory and motor-preparatory ERPs. Participants made active (self-initiated, 700 ms lower limit), quick (respond to a cue as quickly as possible) and passive (finger moved by device) button presses that triggered visual stimuli. The active and quick conditions elicited lower visual N1-P2 peak-to-peak amplitudes than the passive condition but did not significantly differ from each other. For prestimulus ERPs (lateralized/readiness potential; L/RP), all conditions showed a negative shift in RP, with lower amplitudes in the quick than in the active condition. There were no significant differences between active and passive. For the LRP, the active and quick conditions showed a sharp deflection shortly before the button press. The amplitude of both conditions was significantly lower than passive around 100 ms before the movement. Our results suggest that active and quick movements might involve similar feedback prediction, even though they are prepared differently. They thus offer a finer-grained specification of the efference copy mechanism.",https://osf.io/h279c/,2023-09-18T08:00:59.891422,['edward.ody@uni-marburg.de'],OSF
5jp2x,['Valdas Macionis'],"['Medicine and Health Sciences', 'Rehabilitation and Therapy', 'Other Rehabilitation and Therapy']",Self-regulated frequent power pinch exercises: a non-orthotic technique for the  treatment of old mallet deformity,"This report presents three cases of successful non-splint treatment of old moderate mallet deformity. The non-immobilization technique is based solely on individual periodic power tip-to-tip pinch exercises. An important advantage of the functional approach is that splint and surgery related problems can be avoided.  The technique is safe and, if unsuccessful, does not preclude further treatment with splints or surgery. Central extensor slip elongation as a possible mechanism of the treatment is discussed. This report suggests that patients with moderate old mallet deformities could be offered the non-splint treatment before proceeding to more aggressive approaches.",https://osf.io/5jp2x/,2023-09-18T08:07:56.259060,"['valdas.macionis.md@gmail.com', 'Central']",OSF
nv67e,"['Monja Hoven', 'Judy Luigjes', 'Ruth van Holst']",['Psychiatry'],Learning and metacognition under volatility in GD: lower learning rates and distorted coupling between action and confidence,"Decisions and learning processes are under metacognitive control, where confidence in one’s actions guides future behaviour. Indeed, studies have shown that being more confident results in less action updating and learning, and vice versa. This coupling between action and confidence can be disrupted, as has been found in individuals with high compulsivity symptoms. Patients with Gambling Disorder (GD) have been shown to exhibit both higher confidence and deficits in learning. In this study, we tested the hypotheses that patients with GD display increased confidence, reduced action updating and lower learning rates. Additionally, we investigated whether the action-confidence coupling was distorted in patients with GD. To address this, 27 patients with GD and 30 healthy controls performed a predictive inference task designed to assess action and confidence dynamics during learning under volatility. Action-updating, confidence and their coupling were assessed and computational modeling estimated parameters for learning rates, error sensitivity, and sensitivity to environmental changes. Contrary to our expectations, results revealed no significant group differences in action updating or confidence levels. Nevertheless, GD patients exhibited a weakened coupling between confidence and action, as well as lower learning rates. This suggests that patients with GD may underutilize confidence when steering future behavioral choices. Ultimately, these findings point to a disruption of metacognitive control in GD, without a general overconfidence bias in neutral, non-incentivized volatile learning contexts.",https://psyarxiv.com/nv67e/,2023-09-18T07:32:40.740881,['m.hoven@amsterdamumc.nl'],OSF
kds5c,"['Kimmo Sorjonen', 'Bo Melin', 'Gustav Nilsonne']",['Meta-science'],Spurious heritability of ability tilts: A comment on Coyle et al. (2023),"Ability tilts refer to within-individual differences between two abilities, e.g. math ability – verbal ability. Coyle et al. (2023) found ability tilts to be genetically heritable and concluded that ability tilts are genuine and, presumably, genetically coded individual characteristics. Moreover, Coyle et al. found a large portion of variance in ability tilts to be attributable to non-shared environmental factors (i.e. environmentability), which they interpreted to indicate that ability tilts are potentially generated by niche-picking. However, through simulations we show that heritability and environmentability of X-Y tilts are spurious consequences of heritability and environmentability of the constituent variables X and Y. Furthermore, we reanalyzed data used by Coyle et al. and show that the logic of their arguments would lead to the conclusions, for example, that the human genome codes for a difference between head circumference and verbal ability and that some individuals have picked a niche that includes a long nose at the expense of spatial ability. We do not find these conclusions tenable and propose, instead, that heritability and environmentability of tilts are spurious consequences of heritability and environmentability of the constituent variables.",https://psyarxiv.com/kds5c/,2023-09-18T06:53:08.295087,[],OSF
p3sw6,"['merav ', 'Gili Katabi', 'Steve Lukito', 'Edmund Sonuga-Barke', 'Nitzan Shahar']",['Psychiatry'],Positive attitudes towards attention-deficit/hyperactivity disorder are associated with symptom severity,"Existing literature on attention-deficit/hyperactivity disorder (ADHD) predominantly focuses on its negative aspects. However, recent qualitative studies have called for the acknowledgment of personal strengths and other positive attributes associated with ADHD. Despite this emphasis, there is a lack of corresponding quantitative studies. Here, we introduce the Positive Attitudes Toward ADHD Scale (PATAS), a self-report measure using thematic concepts identified in previous qualitative studies. Eighty-four undergraduate students diagnosed with ADHD completed the PATAS along with established measures of symptom severity, functional impairment, and self-knowledge of ADHD. Our findings revealed that the PATAS has wide variability across individuals, good internal consistency, and a single-factor structure. Importantly, Bayesian regression analysis revealed that more severe hyperactivity/impulsivity (but not inattention) symptoms, and more accurate ADHD knowledge, were associated with positive attitudes towards ADHD. We discuss two contrasting theoretical mechanisms that might underlie these results (i.e., coping mechanism, level of engagement) and advocate for additional quantitative studies to further investigate positive attitudes towards ADHD.",https://psyarxiv.com/p3sw6/,2023-09-18T07:16:02.209754,"['Penn', 'Williams', 'IC', 'State', 'gilikatabi@gmail.com', 'BMC', 'Brown', ' State', 'Central']",OSF
4ktav,['Frouke Hermens'],"['Social and Behavioral Sciences', 'Developmental Psychology', 'Motor Development']",Early development of anticipatory control under minimal task constraints,"Previous studies have reported reduced anticipatory control (also known as end-state comfort planning) in younger children (3-4 years) for tasks with instructions, such as which hand to use. The present study explores the effects of lifting such instructions on anticipatory control in children of different ages. Children between 3 to 10 years of age, taking part in a public engagement event, were asked to move a plunger between shelves of a bookcase, where they were free to use either hand, swap hands during transport and adopt any body posture. Younger children (3-6 years) more often made use of this extra flexibility by swapping hands and changing hand position. Across all ages, children showed evidence of anticipatory control by adjusting the initial grasp to the target shelf height. They also showed evidence of corrections to their hand position during the movement. The anticipatory effect at the start of the movement was smaller than in previous studies, especially when the larger distance between target shelves was taken into account. More flexibility may therefore mean less planning, as corrections can be made during transport.",https://psyarxiv.com/4ktav/,2023-09-18T06:25:42.096416,"['frouke.hermens@gmail.com', 'UK']",OSF
vqrt3,"['Francisco J Ogáyar', 'Vasile Muntean', 'Juan F Gamella', 'Jaromir Kovarik', 'Antonio M Espín']","['Social and Behavioral Sciences', 'Quantitative Methods']",The network expression of a Roma diaspora,"Although ethnographers and policy-makers have long discussed the socialization patterns of the Roma—the largest and most marginalized native ethnocultural minority in Europe—, quantitative analysis is scarce. Partially, this is due to the group’s unique combination of social closure and spatial dispersion associated to the recent massive migration waves of the Roma from Central Europe. Here, we implement a novel methodology that draws on Roma’s migration networks and ethnicity- and kin-centered social norms, which enforce a permanent contact with their close ones, often using online social media like Facebook. We combine snowball sampling and a questionnaire about four “top friends”, as ranked by the Facebook algorithm, to elicit a sociocentric network of a comparatively large group of self-identified Romanian Roma (n = 752, 96% living outside Romania). We show that the elicited network considerably resembles the social structure of the target population in terms of kinship, subethnic group membership, gender roles, and other characteristics. The detected patterns provide a quantitative evaluation of the qualitative ethnographic research on the Roma and open new avenues for research on this and other hard-to-reach populations.",https://psyarxiv.com/vqrt3/,2023-09-18T06:11:27.535387,"['Union', 'GB', 'UP', 'kanton@ugr.es', 'HU', 'FPU', 'Central']",OSF
twhnr,['Ricardo Garcia'],"['Life Sciences', 'Other Life Sciences']",New Subclasses of Analytic Functions,"In recent years, considerable interest in fractional calculus operators has been stimulated due to their applications in the theory of analytic functions. There are many definitions of fractional integration and differentiation. For the purpose of this paper the Caputo’s definition of fractional differentiation will be used to introduce a new operator.",https://osf.io/twhnr/,2023-09-18T05:05:34.260276,"['UC', 'MIT', 'UNC', 'UB', 'Cal', 'SC', 'UNI', 'BC', 'SU', 'NEU', 'UA', 'ND', 'UCA', 'HU', 'IC', 'FU']",OSF
24h6n,"['Bahram Mirani', 'Neda Latifi', 'Monica Lecce', 'Xiaoqing Zhang', 'Craig Simmons']","['Engineering', 'Biomedical Engineering and Bioengineering', 'Biomaterials']",Heart valve tissue engineering: technological success of biomaterials and biofabrication strategies,"Heart valve replacement is often the only treatment option for severe valvular heart disease. Current valve replacements, primarily mechanical and bioprosthetic valves, suffer from thrombogenicity or poor durability and do not provide growth, regeneration, and repair, features essential, especially, for pediatric and young patients. As an alternative to the currently clinically available valve substitutes, tissue-engineered heart valves hold the promise of realizing these features using bioresorbable materials that can host endogenous cells and are replaced by cell-secreted matrices in vivo over time, yielding a living valve in the patient’s heart. During nearly three decades, a variety of biomaterials and biofabrication techniques have been utilized to develop tissue-engineered heart valves. However, the quest for an ideal combination of biomaterial and biofabrication strategy to achieve longevity in these heart valve substitutes continues. Attempting to overcome various obstacles to this goal, the approach to heart valve tissue engineering has continuously evolved. Most notable examples are the application of biomechanical conditioning via dynamic cultures instead of growing valves in static condition to generate robust tissues that are capable of enduring hemodynamic loads upon implantation and more recently, implantation of acellular instead of cell-laden valves to avoid adverse in-vivo tissue remodelling. Additionally, more complex biomaterials and biofabrication technologies are currently being employed in efforts to recapitulate some of the crucial characteristics of the native valve tissue such as its microarchitecture and mechanical properties. With an emphasis on biomaterials and biofabrication technologies, this review first outlines various biomaterials used in heart valve tissue engineering and the role that material properties, such as degradation and mechanical behaviours, play in the success of the final valve product. Next, the strategies used in various steps in the development of tissue-engineered heart valves including scaffolding, origami-folding, biomechanical conditioning, and decellularization are explored. Lastly, the state of the art in the progress of tissue-engineered heart valves toward clinical translation is highlighted.",https://osf.io/24h6n/,2023-09-18T04:15:45.825364,"['University of South Florida ', 'State', 'SMC', 'Florida', 'SC', 'NU', 'AU', 'USA', 'GB', 'VT', 'LC', 'CNU', 'DC', 'IC', 'xqz@bzmc.edu.cn', 'UT', 'PC', 'BU', 'University of South Florida', 'Brown', 'UP', ' State']",OSF
gnvjf,['Viet-Phuong La'],['Business'],Hiện tượng tẩy xanh trong ngành đồ uống và thời trang nhanh,"Mặc dù những nỗ lực thực sự hướng đến sự bền vững là đáng khen ngợi, nhưng đã xuất hiện một xu hướng đáng báo động: hiện tượng ""tẩy xanh"" (greenwashing).",https://osf.io/gnvjf/,2023-09-18T03:45:18.565876,['USD'],OSF
a8rbf,"['Wendy Wood', 'Asaf Mazar']","['Social and Behavioral Sciences', 'Psychology, other']",Habits Are Not Goal Dependent: Commentary on Buabang et al. (2023),"People sometimes commit action slips by absentmindedly repeating unwanted responses, such as entering an old password instead of the current one. In most accounts, such slips demonstrate stimulus-response habits in which familiar contexts directly trigger well-practiced but now incorrect responses. In contrast, Buabang et al. (2023) claim that action slips arise due to the continued influence of old, no longer accurate goal outcomes. Yet our reanalysis shows that Buabang et al.’s participants actually provide striking evidence of goal-independent S-R habits; they correctly repeated well-practiced responses despite reporting incorrect goals. We also show that Buabang et al. misinterpreted the results of their mediation analyses by overlooking the direct influence of stimuli on responses. Understanding how habits work is important because habit change interventions are unlikely to succeed with goal-directed strategies that overlook context cues’ direct cuing of practiced responses.",https://psyarxiv.com/a8rbf/,2023-09-18T01:10:13.033449,"['Penn', 'University of Pennsylvania', 'wendy.wood@usc.edu', 'California', 'Cal', 'University of Southern California']",OSF
38se5,"['Alberto K de la Herran-Arita', 'Roberto Miranda-Maciel', 'Hector R Lopez-Lazcano', 'Deldhy N Moya-Sanchez']",['Medicine and Health Sciences'],Novel Pharmacological Strategies for the Management of Insomnia,"Insomnia is a common sleep disorder depicted as a difficulty in initiating or maintaining sleep, or non-restorative sleep with impairment of day time functioning, such as irritability or fatigue during wakefulness. The etiology and pathophysiology of insomnia is complex, it involves genetic, environmental, behavioral, and physiological factors that culminate in hyperarousal, a state of increased psychological and physiological stress. This condition results in a disarray of the sleep-wake cycle, and the development of subsequent collateral symptoms such as fatigue, attention deficit, and mood wavering, among many others. Current pharmacological treatment for insomnia is in the form of benzodiazepine (BZD) receptor agonist drugs (GABA-A receptor). Nonetheless, the administration of these molecules is not idyllic, due to their safety profile and inadequate efficacy.The recent progress in elucidating the processes that orchestrate sleep/wake regulation will improve the way that insomnia is approached. Current studies have emphasized new targets for drug discovery.

In this Review, we will summarize the research on sleep–wake cycle modulators that may be of relevance for treating insomnia.",https://osf.io/38se5/,2023-09-18T00:57:51.598909,['alberto.kousuke@uas.edu.mx'],OSF
cp3tx,['Innoscience Journal'],['Arts and Humanities'],...,ddddddddddddddddddddddddddddddddddd,https://osf.io/cp3tx/,2023-09-18T00:35:03.853354,[],OSF
43qpu,['Mahesh Acharya'],"['Social and Behavioral Sciences', 'International and Area Studies']",The 1950 Indo-Nepal Treaty of Peace and Friendship: Road to Review,"After much wrangling for decades, Nepal and India have finally spearheaded in the direction to revise officially perhaps the most controversial treaty between them. Kathmandu and New Delhi have constituted a joint Eminent Persons Group (EPG) in early 2016 to review the past treaties and agreements and submit recommendations to the respective governments so that they befit the current realities. The Indo-Nepalese Treaty of Peace and Friendship signed in 1950 which has been a perennial irritant from the early years of its inception, is undoubtedly the major agenda on the table. There would be hardly disagreement that it could be a good starting point in the direction to quell the deeply ingrained mutual distrust but much will depend on the political will of both the capitals as the recommendations of EPG will not be obligatory. The paper will examine the different facets of the Treaty which both the parties see the need to review, and explore the reasons which held New Delhi and Kathmandu back for whopping sixty seven years to traverse the road to the review.",https://osf.io/preprints/socarxiv/43qpu/,2023-09-21T09:05:00.807389,[],OSF
kdxzf,['Mahesh Acharya'],"['Social and Behavioral Sciences', 'Political Science', 'Comparative Politics']",The 1950 Indo-Nepal Treaty of Peace and Friendship: Road to Review,"After much wrangling for decades, Nepal and India have finally spearheaded in the direction to revise officially perhaps the most controversial treaty between them. Kathmandu and New Delhi have constituted a joint Eminent Persons Group (EPG) in early 2016 to review the past treaties and agreements and submit recommendations to the respective governments so that they befit the current realities. The Indo-Nepalese Treaty of Peace and Friendship signed in 1950 which has been a perennial irritant from the early years of its inception, is undoubtedly the major agenda on the table. There would be hardly disagreement that it could be a good starting point in the direction to quell the deeply ingrained mutual distrust but much will depend on the political will of both the capitals as the recommendations of EPG will not be obligatory. The paper will examine the different facets of the Treaty which both the parties see the need to review, and explore the reasons which held New Delhi and Kathmandu back for whopping sixty seven years to traverse the road to the review.",https://osf.io/kdxzf/,2023-09-17T22:58:24.948876,[],OSF
f5428,"['Kaledio Egon', 'JULIA ROSINSKI']","['Architecture', 'Architectural Engineering']",Advanced Metering Infrastructure (AMI),"Advanced Metering Infrastructure (AMI) is a system that enables two-way communication between utilities and customers through smart meters and other devices. AMI can provide real-time data on energy consumption, power quality, outage detection, and demand response. AMI can also support the integration of renewable energy sources, electric vehicles, and smart appliances into the grid. AMI can offer various benefits for both utilities and customers, such as improved efficiency, reliability, security, customer service, and environmental protection. However, AMI also faces some challenges, such as high costs, interoperability issues, cyberattacks, privacy concerns, and regulatory barriers.",https://osf.io/f5428/,2023-09-17T20:50:36.364459,"['State', ' State', 'UK', 'LC']",OSF
v23k9,['Ria J Mufitah'],['Engineering Psychology'],"Blockchain Technology and Its Synergy with Bitcoin, Information Technology Psychology, and AI: A Comprehensive Review","The nexus of blockchain technology, Bitcoin, information technology, and AI, one thing is clear: we are witnessing a transformation of unprecedented magnitude. The possibilities are boundless, from revolutionizing finance to enhancing supply chains and bolstering security. The synergy between these technological giants is forging a path toward a more inclusive, efficient, and secure digital future. Embracing this synergy and addressing its challenges will define the success of this technological revolution for generations to come. Just as explorers once ventured into uncharted territories, we, too, stand at the precipice of a new digital frontier, ready to discover what lies beyond.",https://psyarxiv.com/v23k9/,2023-09-17T20:45:09.689047,[],OSF
8ehkd,['Paula Sequeiros'],"['Social and Behavioral Sciences', 'Sociology', 'Culture']",Hora do conto drag e guerras culturais,"Partindo da análise crítica de textos de investigação jornalísticos e científicos sobre a hora do conto drag em bibliotecas públicas e escolas nos EUA, procura-se a compreensão tanto da defesa da sua existência como dos ataques em escalada dirigidos à sua eliminação. Identificam-se agentes, ideias e ideologias que se têm confrontado em disputas pela hegemonização da censura e pelo mainstreaming da liberdade de expressão na leitura pública com temas e pessoas LGBT+. Para tanto, avança-se um quadro teórico construído a partir de conceitos e abordagens à questão das guerras culturais em curso. Propõem-se reflexões sobre como a diversidade social e a bibliodiversidade contêm valores e direitos pela justiça social que a democracia requer. -- Starting from a critical analysis of journalistic and scientific research texts about the Drag Story Hour in public libraries and schools in the USA, an understanding of both the defense of its existence and the escalating attacks directed to its elimination is sought. Agents, ideas and ideologies, that have confronted in disputes over the hegemonisation of censorship and the mainstreaming of freedom of expression in public reading with LGBT+ content and people, are identified. To this purpose, a theoretical framework built from concepts and approaches to the issue of ongoing cultural wars is advanced. A reflection is suggested on how social diversity and bibliodiversity contain values and rights for social justice that democracy requires.",https://osf.io/preprints/socarxiv/8ehkd/,2023-09-21T08:33:03.563477,[],OSF
fjk5n,"['Samuel N Meisel', 'Nolan Ramer', 'Christopher J Hopwood', 'Craig Colder']","['Social and Behavioral Sciences', 'Clinical Psychology']",Development and Initial Validation of the Parenting Styles Circumplex Inventory (PSCI),"Parenting style refers to the emotional climate in which parents nurture and guide their child’s social development. Despite the prominence of parenting style research, many studies still create their own psychometrically untested measures of parenting styles, use measures that do not capture the uninvolved parenting style, or use median splits to convert dimensional assessments into parenting style typologies. To address these measurement issues, the current studies developed the Parenting Styles Circumplex Inventory (PSCI) which is rooted in Contemporary Integrative Interpersonal Theory and provides a framework to unite typology and dimensional parenting style measurement approaches. The current article describes the development and initial validation of the PSCI across three samples of college students (Ns=571, 361, 385). The 32-item PSCI consists of 8 octant scales which each assess unique combinations of parental responsiveness and demandingness. The measure asks respondents to answer each question about their mother- and/or father-figure. The circumplex structure of the PSCI was confirmed and replicated across studies and the PSCI demonstrated meaningful associations with indicators of parenting practices, relationship functioning, psychopathology symptoms, and substance use. Results from the current study provide initial support for the PSCI as a path forward for measuring parenting styles.",https://psyarxiv.com/fjk5n/,2023-09-17T19:15:24.783814,"['Williams', 'State', 'Samuel_Meisel@brown.edu', 'University of Minnesota', 'Cal', 'SC', 'Carolina', 'University of South Carolina', 'USA', 'University of Michigan', 'Brown', 'OC', 'BC', 'University at Buffalo', 'ND', 'PC', 'State University of New York ', 'IIT', 'Medical University of South Carolina', 'University of South Carolina ', 'Brown University', ' State', 'University of Minnesota ', 'Bona']",OSF
gwh3f,['Kaledio Egon'],"['Engineering', 'Nanoscience and Nanotechnology']",Piezoelectric Materials and Applications,"Piezoelectric materials are materials that can convert mechanical stress into electric charge, or vice versa. They have a unique crystal structure that allows them to exhibit this effect. Piezoelectric materials have wide applications in energy conversion, sensors, drives, and frequency control. In this review, we will introduce the basic principles and properties of piezoelectric materials, and discuss the different types and categories of piezoelectric materials based on their composition, structure, and performance. We will also highlight some of the current and emerging applications of piezoelectric materials in various fields and industries.",https://osf.io/gwh3f/,2023-09-17T18:46:42.482937,"['AU', 'kalediopotter@gmail.com', 'UT', 'The U']",OSF
cmdhr,['Kaledio Egon'],"['Engineering', 'Nanoscience and Nanotechnology']",Exploring the Fascinating Realm of Nonmaterial and Nanotechnology,"Dear Journal,

Today, I embark on a journey of discovery into the captivating world of nanomaterials and nanotechnology. As I delve into the intricacies of this cutting-edge field, I'm struck by the vast potential it holds for transforming industries, shaping technological landscapes, and advancing our understanding of the very building blocks of matter.

Introduction: Unveiling the Nanoscale Wonders

Nanotechnology, the manipulation and engineering of materials at the nanoscale (typically in the range of 1 to 100 nanometers), has opened doors to a realm where the rules of classical physics are redefined, and new properties emerge. The concept takes inspiration from nature's own nanoscale structures, such as the lotus leaf's water-repellent properties or the iridescent colors of butterfly wings. This exciting branch of science harnesses the unique behaviors and interactions of nanomaterials to create innovative solutions.",https://osf.io/cmdhr/,2023-09-17T18:24:24.592982,[],OSF
tc8nj,['Annisa Q Lestari'],"['Education', 'Education Economics']",Analisis Pendistribusian dan Pendayagunaan ZIS dalam Meningkatkan Kesejahteraan Mustahik,"Islam mewajibkan umatnya untuk dapat menyisihkan sebagian harta yang dimiliki kepada orang yang berhak diantaranya zakat, infak dan sedekah (ZIS). Selain itu,
penyaluran zakat berfungsi untuk membantu kaum dhuafa dalam memenuhi kebutuhan hidup. Maka dari itu semakin banyak muzaki yang membayar zakat maka kesejahteraan mustahik akan mengalami peningkatan secara optimal. Kesejahteraan berdasarkan konsep maqasid syariah yang mencakup segala aspek berkaitan dengan dunia akhirat yaitu agama, jiwa, akal, keturunan dan harta. Penelitian ini bertujuan untuk menganalisis mekanisme pendistribusian dana ZIS pada Yayasan Indonesia Mulia Bekasi dan implikasi pendistribusian terhadap kesejahteraan mustahik. Penelitian ini menggunakan metode kualitatif deskriptif dengan pendekatan data primer dan sekunder. Data primer yaitu data yang diperoleh secara langsung melalui wawancara. Sedangkan data sekunder yaitu data yang diperoleh melalui observasi dan dokumentasi. Hasil penelitian ini
menunjukkan bahwa penyaluran dana ZIS di Yayasan Indonesia Mulia Bekasi sudah efektif dan tepat sasaran sehingga dana tersebut dapat dialokasikan sesuai dengan kebutuhan program masing-masing. Selain itu, penyaluran dana zakat memiliki dampak yang signifikan dalam meningkatkan kesejahteraan mustahik khususnya anak yatim dan dhuafa",https://osf.io/tc8nj/,2023-09-17T18:20:46.121216,"['MU', 'GU', 'USI', 'BU', 'UNA', 'ND', 'annisaqudrati@mhs.unida.gontor.ac.id']",OSF
28z3y,['Hakwan Lau'],['Psychiatry'],What is a Pseudoscience of Consciousness? Lessons from Recent Adversarial Collaborations,"Some colleagues have questioned about our recent joint statement (Fleming et al 2023), so I try to address them here, as well as to provide some background. I also discuss what I think really went wrong with the recent adversarial collaboration on testing theories of consciousness (ARC-Cogitate), which has in part led to the statement. In a previous open review I already discussed the scientific content of their recent preprint. Here I focus on the institutional context, from my own personal perspective, as someone familiar with both the project itself and several other related (ongoing) projects in the field. There are issues that concern more than the subfield of consciousness science alone; advocates of open science, cognitive neuroscience, and theories in neurobiology in general may also benefit from some awareness of these problems, as they may end up spreading to and reflecting badly on the broader scientific community - if we do not make an effort to address them together.",https://psyarxiv.com/28z3y/,2023-09-17T17:06:29.518636,"['Japanhakwan@gmail.com', 'IIT', 'ENC']",OSF
83t4g,['Kaledio Egon'],"['Engineering', 'Nuclear Engineering']",Unveiling the Potential of Energy Harvesting: A Comprehensive Exploration,"Today marks the beginning of a captivating journey into the realm of energy harvesting—a field that bridges the gap between science and sustainability, promising to reshape our relationship with energy sources and contribute to a more environmentally conscious future. As I delve into this intricate landscape, I'm filled with anticipation for the insights and revelations that await.

Introduction: Harnessing Energy from the Environment

Energy harvesting, often referred to as energy scavenging or ambient energy harvesting, centers on the art of capturing and converting otherwise wasted energy from the environment into useful electrical power. This innovative concept aligns with the pressing need for cleaner and more sustainable energy solutions, ushering in a new era of resourcefulness and efficiency.",https://osf.io/83t4g/,2023-09-17T16:56:33.529412,[],OSF
nbdq7,['Kaledio Egon'],"['Engineering', 'Nanoscience and Nanotechnology']",Exploring the Fundamental Physics of Thin Films,"Today, I embark on a journey of discovery into the intricate realm of the fundamental physics of thin films—a field where the very nature of matter and its interactions are redefined by the delicate dance of atoms on surfaces. As I dive into this captivating subject, I am filled with anticipation for the insights and revelations that lie ahead.

Introduction: The World at the Nanoscale

Thin films, often just a few nanometers to micrometers thick, are far from ordinary. At such minuscule dimensions, the behavior of matter can diverge dramatically from the bulk material. The fundamental physics of thin films unearths a treasure trove of phenomena and principles that not only fuel scientific inquiry but also shape technological innovations.",https://osf.io/nbdq7/,2023-09-17T16:44:18.386493,['LC'],OSF
